low,high,big,high,3
med,med,med,med,0
med,med,med,high,1
low,med,big,low,0
high,high,big,med,1
high,low,big,low,0
vhigh,med,med,high,0
high,med,big,low,0
high,med,big,low,0
vhigh,med,small,low,0
high,low,big,med,0
vhigh,med,big,med,1
med,low,big,med,2
vhigh,high,small,high,0
low,med,small,low,0
med,vhigh,big,high,1
med,med,big,high,3
med,med,med,high,3
vhigh,low,med,med,0
low,med,small,med,0
med,high,small,low,0
high,low,small,low,0
vhigh,vhigh,small,med,0
vhigh,low,med,low,0
low,low,small,med,0
med,high,big,med,0
med,low,med,low,0
low,med,big,low,0
med,high,small,high,1
vhigh,med,med,low,0
med,high,small,low,0
low,vhigh,big,high,0
med,low,big,high,3
low,med,med,high,0
vhigh,vhigh,small,med,0
med,high,big,med,1
low,low,med,low,0
high,vhigh,big,low,0
vhigh,med,big,high,1
med,high,small,low,0
vhigh,low,big,med,1
vhigh,vhigh,big,med,0
low,high,med,high,3
vhigh,low,small,high,0
high,high,small,med,0
low,med,big,med,2
high,high,med,med,0
high,high,big,med,0
vhigh,high,big,high,0
vhigh,med,med,high,1
high,med,small,low,0
vhigh,high,small,low,0
high,high,med,high,1
vhigh,vhigh,med,med,0
low,low,big,high,3
vhigh,high,big,med,0
vhigh,low,small,low,0
low,high,big,high,3
vhigh,low,big,low,0
med,med,med,med,0
low,med,small,low,0
med,vhigh,med,high,1
low,med,med,low,0
high,high,big,low,0
low,high,med,low,0
high,med,med,high,0
vhigh,high,small,med,0
vhigh,vhigh,big,high,0
high,high,med,high,0
low,med,med,low,0
vhigh,low,med,high,1
low,high,med,low,0
high,med,big,high,1
low,vhigh,small,high,0
vhigh,high,small,low,0
med,med,big,low,0
vhigh,med,big,low,0
low,med,big,low,0
high,vhigh,med,high,0
high,med,big,med,1
high,vhigh,small,low,0
low,low,small,low,0
med,med,small,med,0
low,vhigh,big,med,1
vhigh,med,big,low,0
high,vhigh,big,low,0
med,high,med,med,0
vhigh,vhigh,small,low,0
med,high,small,med,0
med,high,small,high,1
low,low,small,high,2
high,vhigh,big,med,0
vhigh,med,small,low,0
high,high,small,low,0
vhigh,vhigh,med,med,0
high,high,small,low,0
low,med,small,high,2
low,vhigh,small,low,0
low,low,small,med,1
low,low,big,med,2
med,vhigh,big,med,1
low,vhigh,big,high,0
low,low,med,med,1
low,med,med,med,0
high,low,small,high,1
vhigh,high,med,low,0
med,med,big,low,0
low,high,small,med,0
low,med,big,low,0
med,high,small,med,0
vhigh,vhigh,big,low,0
low,low,med,low,0
vhigh,med,med,med,1
med,med,med,low,0
vhigh,vhigh,med,high,0
med,high,small,med,0
low,vhigh,med,med,0
vhigh,vhigh,big,high,0
low,med,big,low,0
vhigh,med,big,low,0
med,low,small,med,0
med,high,big,low,0
low,high,big,med,1
low,med,small,high,2
high,high,med,low,0
high,vhigh,small,low,0
high,med,small,med,0
high,med,big,high,1
low,low,big,med,2
med,high,big,low,0
high,high,med,low,0
low,low,med,high,0
med,vhigh,med,med,1
high,low,big,med,1
high,low,big,med,0
vhigh,vhigh,med,low,0
low,high,med,high,1
med,low,small,med,0
low,med,med,low,0
low,vhigh,small,high,0
low,vhigh,med,low,0
high,low,med,low,0
med,high,med,high,0
med,low,med,low,0
med,vhigh,small,high,0
med,med,small,low,0
med,med,med,high,3
low,vhigh,med,low,0
vhigh,high,med,high,0
high,med,med,high,0
med,med,med,med,1
high,low,big,high,0
med,low,med,med,0
med,high,big,low,0
vhigh,low,small,low,0
low,low,small,low,0
vhigh,vhigh,med,high,0
low,med,med,low,0
vhigh,low,big,med,1
low,low,big,low,0
low,low,small,med,1
low,low,big,med,2
high,med,small,med,0
vhigh,high,small,low,0
vhigh,vhigh,med,high,0
low,vhigh,small,high,1
med,high,small,med,0
